dataset,loss,query,orig_answer_id,orig_answer_excerpt,tgt_id,tgt_excerpt,suffix,suffix_len,suffix_token_ids,baseline_rank,final_rank,delta_rank,delta_cos,delta_ndcg,success,iter_used,pos_rank,pos_excerpt
fever,hinge,Mary-Louise Parker acted in Boys on the Side.,Mary-Louise_Parker,"Mary-Louise Parker ( born August 2 , 1964 ) is an American actress and author . In addition to her many films , Parker e",The_Illusionist_(2006_film),The Illusionist is a 2006 American romantic mystery film written and directed by Neil Burger and starring Edward Norton ,apex final selection © roadway,5,"[13450, 2345, 4989, 1075, 18799]",100,10,90,-0.005488097667694092,0.1388743430941999,0,5000,,
fever,hinge,Danny Glover has a role in a film directed by Lawrence Kasdan.,Danny_Glover,"Danny Lebern Glover ( born July 22 , 1946 ) is an American actor , film director , and political activist . He is well k",England,England is a country that is part of the United Kingdom . It shares land borders with Scotland to the north and Wales to,610 reptiles rte affecting draws,5,"[19827, 20978, 20375, 12473, 9891]",100,21,79,-0.013836681842803955,0.07405334099388747,0,4500,,
fever,hinge,Willie Nelson became a member of his first band at ten.,Willie_Nelson,"Willie Hugh Nelson ( born April 29 , 1933 ) is an American musician , singer , songwriter , author , poet , actor , and ",Bolivarian_countries,"The Bolivarian countries are six Hispanic American countries ( Bolivia , Colombia , Ecuador , Panama , Peru and Venezuel",interested pascal regulation taiwan 1890s,5,"[4699, 17878, 7816, 6629, 13678]",100,1,99,-0.03926420211791992,0.849809516776312,1,700,,
fever,hinge,Tim Rice worked on The Lion King with anyone but Elton John.,Tim_Rice,"Sir Timothy Miles Bindon `` Tim '' Rice ( born 10 November 1944 ) is an English author and Academy Award , Golden Globe ",Colombo_crime_family,The Colombo crime family ( pronounced -LSB- koˈlombo -RSB- ) is the youngest of the `` Five Families '' that dominates o,panicked figures ##ar ##owski planted,5,"[16035, 4481, 2906, 15249, 8461]",100,19,81,0.04424905776977539,0.08118772993607118,0,2200,,
fever,hinge,The single Novacane was released by Frank Ocean.,Frank_Ocean,"Christopher Francis `` Frank '' Ocean ( born Christopher Edwin Breaux ; October 28 , 1987 ) , is an American singer , so",Ron_Morris_(athlete),"Ronald Hugh `` Ron '' Morris ( born April 27 , 1935 ) is a retired American track and field athlete who won the national",154 powerplant adaptive 1982 seldom,5,"[16666, 19526, 19293, 3196, 15839]",100,14,86,-0.014258921146392822,0.10576754158612753,0,4700,,
fever,hinge,"Horfield, Bristol is where Cary Grant was born.",Cary_Grant,"Cary Grant ( born Archibald Alec Leach ; January 18 , 1904 -- November 29 , 1986 ) was a British-American actor , known ",New_World_Disorder_I,"New World Disorder is the first of the series of New World Disorder Mountain-biking films . Released in 2000 , the film ",adolescents bad fighters flashback ##nch,5,"[25947, 2919, 7299, 21907, 12680]",100,1,99,-0.06876862049102783,0.849809516776312,1,7500,,
fever,hinge,Brideshead Revisited had Ben Whishaw in it.,Ben_Whishaw,Benjamin John `` Ben '' Whishaw ( born 14 October 1980 ) is an English actor . He is known for his stage role as Hamlet ,Monrovia_(disambiguation),Monrovia is the capital city of the West African country of Liberia .   Monrovia may also refer to :,##chee dentist . nrl quake,5,"[25923, 24385, 1012, 20686, 27785]",100,209,-109,-0.14853918552398682,-0.020560178132939283,0,3000,,
fever,hinge,Psychological findings link to medicine's research and perspectives.,Psychology,"Psychology is the science of behavior and mind , embracing all aspects of conscious and unconscious experience as well a",Kabyle_grammar,Kabyle grammar is the grammar of the Kabyle language .,champs douglass ##tu gerhard ##vin,5,"[29008, 27485, 8525, 21037, 6371]",100,90,10,-0.11074435710906982,0.0034714030661762707,0,3500,,
fever,hinge,The New York Times is part of a declining industry.,The_New_York_Times,"The New York Times ( sometimes abbreviated NYT and The Times ) is an American daily newspaper , founded and continuously",Palladio_Award,The Palladio Award is an architectural prize given annually for `` creative interpretation or adaptation of design princ,faith rails inaccurate signifies miraculous,5,"[4752, 15168, 24949, 27353, 26106]",100,7,93,0.0007567405700683594,0.18314285010964534,0,3800,,
fever,hinge,Lionel Messi did not win the FIFA World Player of the Year award.,Lionel_Messi,Lionel Andrés `` Leo '' Messi ( -LSB- ljoˈnel anˈdɾes ˈmesi -RSB- ; born 24 June 1987 ) is an Argentine professional foo,Sanjō_Falls,"is a waterfall in Hinoemata , Fukushima Prefecture , Japan , in on the Tadami River . It is one of `` Japan 's Top 100 W",objects ##zuka realized catch banged,5,"[5200, 22968, 3651, 4608, 22843]",100,12,88,0.15309828519821167,0.12004767120363177,0,3700,,
fever,hinge,A Game of Thrones is written by George R. R. Martin.,A_Game_of_Thrones,"A Game of Thrones is the first novel in A Song of Ice and Fire , a series of fantasy novels by American author George R.",High-throughput,High-throughput may refer to :   High-throughput computing -- a computer science concept ( see also throughput )  High-t,hash garner ##vu filters dangling,5,"[23325, 18661, 19722, 17736, 18737]",100,16,84,0.04579192399978638,0.09446005889453807,0,5900,,
fever,hinge,Transformers: Dark of the Moon is based on the Transformers toy line by Hasbro.,Transformers_(toy_line),The is a line of toys produced by the Japanese company Takara ( now known as Takara Tomy ) and American toy company Hasb,Andy_Crawford,Andrew `` Andy '' or `` Drew '' Crawford is a Scottish-American soccer coach and retired player who played professionall,longest 英 membership conductors vacuum,5,"[6493, 1941, 5779, 23396, 11641]",100,2,98,0.154147207736969,0.48073927034776953,0,3300,,
fever,hinge,Jenny Wade co-stars in the film No Reservations.,No_Reservations_(film),"No Reservations is a 2007 American romantic comedy-drama film directed by Scott Hicks . Starring Catherine Zeta-Jones , ",Kuwait_National_Assembly_Building,"The Kuwait National Assembly Building , designed by Danish architect Jørn Utzon in 1972 , was completed in 1982 under th",##kou fountain unharmed lucia tokugawa,5,"[24861, 9545, 28150, 12337, 22065]",100,1,99,-0.11330670118331909,0.849809516776312,1,4100,,
fever,hinge,Wyatt Earp was anything except a person in criminal law enforcement.,Constable,"A constable is a person holding a particular office , most commonly in criminal law enforcement . The office of constabl",Uttama_Chola,Uttama Chola ascended the Chola throne c. 970 CE succeeding Parantaka Chola II . Uttama was the son of the illustrious S,defense ##dra sentai surfing backpack,5,"[3639, 7265, 28650, 19967, 13383]",100,57,43,-0.06400740146636963,0.020516796440032153,0,2200,,
fever,hinge,"Richard Nixon's wife was born on March 16, 1912.",Richard_Nixon,"Richard Milhous Nixon ( January 9 , 1913 -- April 22 , 1994 ) was an American politician who served as the 37th Presiden",Johan_Heldenbergh,"Johan Heldenbergh ( born 9 February 1967 ) is a Belgian actor , playwright , screenwriter , theatre director and film di",reflect aiden prospects hawaii winery,5,"[8339, 15086, 16746, 7359, 23910]",100,2,98,-0.07251888513565063,0.48073927034776953,0,2200,,
fever,hinge,Jim Henson was the founder of an entertainment company in the United States.,Jim_Henson,"James Maury `` Jim '' Henson ( September 24 , 1936 -- May 16 , 1990 ) was an American puppeteer , artist , cartoonist , ",Shaddadids,The Shaddadids were a dynasty of Kurdish origin who ruled in various parts of Armenia and Arran from 951 to 1174 AD . Th,##า gothenburg startling regained conqueror,5,"[29958, 22836, 19828, 11842, 25466]",100,46,54,-0.08077085018157959,0.029840843433004666,0,4700,,
fever,hinge,Brokeback Mountain is an American neo-western romantic drama miniseries.,Brokeback_Mountain,Brokeback Mountain is a 2005 American neo-western romantic drama film directed by Ang Lee and produced by Diana Ossana a,Hungarian_Mothers'_National_Party,The Hungarian Mothers ' National Party ( Magyar Anyák Nemzeti Pártja MANP ) was an extra-parliamentary party in Hungary ,20th buenos e ##ises eliza,5,"[3983, 9204, 1041, 13087, 13234]",100,40,60,-0.058149755001068115,0.03646192801525541,0,3600,,
fever,hinge,The English Civil War was over the manner of England's government in the mid-1600's.,English_Civil_War,The English Civil War ( 1642 -- 1651 ) was a series of armed conflicts and political machinations between Parliamentaria,"Swingate,_Nottinghamshire",Swingate is a small English village positioned in the centre of Kimberley and Babbington . It is a parish within Broxtow,occupy cave knitting ##dson ##etano,5,"[11494, 5430, 26098, 25112, 28752]",100,1,99,0.07807797193527222,0.849809516776312,1,2500,,
fever,hinge,Johan Heldenbergh starred in The Misfortunates.,Johan_Heldenbergh,"Johan Heldenbergh ( born 9 February 1967 ) is a Belgian actor , playwright , screenwriter , theatre director and film di",Mary-Louise_Parker,"Mary-Louise Parker ( born August 2 , 1964 ) is an American actress and author . In addition to her many films , Parker e",chairperson flights rotational weaken emotionally,5,"[19072, 7599, 25254, 23021, 14868]",100,12,88,-0.06659257411956787,0.12004767120363177,0,3800,,
fever,hinge,"The Meyerowitz stories stars Adam Sandler, Ben Stiller, Emma Thompson, and Dustin Hoffman.",The_Meyerowitz_Stories,The Meyerowitz Stories ( New and Selected ) is a 2017 American comedy-drama film directed and written by Noah Baumbach .,Xiazhuang,"Xiazhuang may refer to the following locations in China :   Xiazhuang Township , Fuping County , Hebei  Written as '' 夏庄",##公 tunnels tennessee flutes ##ori,5,"[30298, 10633, 5298, 28453, 10050]",100,15,85,0.02183324098587036,0.09980951677631203,0,2500,,
fever,hinge,"Annie Parisse was on ""The Following"", a recurring television program.",Annie_Parisse,"Anne Marie Cancelmi ( born July 31 , 1975 ) , known professionally as Annie Parisse , is an American actress . She portr",Breath_of_Life_(Louis_Hayes_album),Breath of Life is an album led by drummer Louis Hayes which was recorded in 1974 and released on the Muse label . <,ᵇ adjacent 400 burns burgundy,5,"[1497, 5516, 4278, 7641, 18383]",100,3,97,-0.10361558198928833,0.349809516776312,0,4700,,
fever,hinge,Limbu language is spoken in at least one country in Asia.,Bhutan,"Bhutan ( -LSB- buːˈtɑːn -RSB- ) , officially the Kingdom of Bhutan ( druk gyal khap ) , is a landlocked country in Asia ",Méricourt,"Méricourt is the name of several communes in France :   Méricourt , Pas-de-Calais  Méricourt , Yvelines  Méricourt-en-Vi",wage anhalt 12th russia itv,5,"[11897, 27088, 5940, 3607, 11858]",100,59,41,-0.13636255264282227,0.01910332437509346,0,3000,,
fever,hinge,Leukemia is thought to be caused by both a particular gene as well as air pollution.,Leukemia,"Leukemia , also spelled leukaemia , is a group of cancers that usually begin in the bone marrow and result in high numbe",Into_the_Wild_(book),"Into the Wild is a 1996 non-fiction book written by Jon Krakauer . It is an expansion of a 9,000-word article by Krakaue",servants stored explores arguing solo,5,"[8858, 8250, 15102, 9177, 3948]",100,9,91,0.05305278301239014,0.15083951244029323,0,8000,,
fever,hinge,Jazz Jennings is the star of a History Channel reality show.,TLC_(TV_network),TLC is an American basic cable and satellite television network that is owned by Discovery Communications . Initially fo,Teke_zortlatmasi,"Teke zortlatmasi is a Turkish dance , with origins in Burdur , Isparta , Antalya , Denizli and Fethiye ( Teke Region ) .",involuntary righteous closes ч damian,5,"[26097, 19556, 14572, 1202, 19507]",100,81,19,-0.2014683485031128,0.007102764125858918,0,4600,,
fever,hinge,"Tiffany Hwang was the second member of Girls' Generation to release a solo debut album, Kim Tae-yeon being the first.",Tiffany_Hwang,"Stephanie Young Hwang ( born August 1 , 1989 ) , known professionally as Tiffany or Tiffany Hwang , is an American singe",Saving_Shiloh,"Saving Shiloh is a family movie produced in 2006 , based on the book of the same name written by Phyllis Reynolds Naylor",terrifying filmmaking 68 [unused433] como,5,"[17082, 24466, 6273, 438, 18609]",100,8,92,0.00034242868423461914,0.1652743935620408,0,2600,,
fever,hinge,Danny Glover has a prominent supporting role in a film directed by Lawrence Kasdan.,Danny_Glover,"Danny Lebern Glover ( born July 22 , 1946 ) is an American actor , film director , and political activist . He is well k",Geddes_Hyslop,"P -LSB- aul -RSB- Geddes Hyslop ( died 1989 ) was a 20th-century British architect , trained at the British School in Ro",abandoning oak painted guatemala 1766,5,"[19816, 6116, 4993, 11779, 21410]",100,19,81,-0.05232924222946167,0.08118772993607118,0,2700,,
fever,hinge,Leslie Uggams was in a 2016 American film.,Deadpool_(film),"Deadpool is a 2016 American superhero film directed by Tim Miller and written by Rhett Reese and Paul Wernick , based on",Molly_Millions,"Molly Millions ( also known as Sally Shears , Rose Kolodny and others ) is a recurring character in stories and novels w",##空 worlds pays ##boy macy,5,"[30456, 8484, 12778, 11097, 20914]",100,3,97,0.005100548267364502,0.349809516776312,0,4700,,
fever,hinge,Sense and Sensibility originally printed more than 700 copies.,Sense_and_Sensibility,"Sense and Sensibility is a novel by Jane Austen , published in 1811 . It was published anonymously ; By A Lady appears o",Embrace_discography,"The discography of the English rock band , Embrace . The band 's highest charting single is `` Nature 's Law '' , which ",pearl ##ज ##uter transvaal aquatics,5,"[7247, 29855, 19901, 28336, 26649]",100,74,26,-0.05191528797149658,0.010353602210333435,0,3100,,
fever,hinge,The Illuminati have never been depicted in novels.,Illuminati,"The Illuminati ( plural of Latin illuminatus , `` enlightened '' ) is a name given to several groups , both real and fic",Shaddadids,The Shaddadids were a dynasty of Kurdish origin who ruled in various parts of Armenia and Arran from 951 to 1174 AD . Th,blackish defeated mans ##thus ##neas,5,"[22032, 3249, 16042, 19877, 26737]",100,7,93,0.03965616226196289,0.18314285010964534,0,2500,,
fever,hinge,Travis Barker collaborated with the alternative rock band +44 to make an album.,Travis_Barker,"Travis Landon Barker ( born November 14 , 1975 ) is an American musician and producer , and the drummer for the rock ban",SalvageData,"SALVAGEDATA Recovery is a GSA , SOC - SAS70 certified data recovery services and software tools firm to undergo yearly I",encounters ##nsor ##tland ा publish,5,"[11340, 29577, 19270, 1340, 10172]",100,5,95,0.08313173055648804,0.23666232401085366,0,4200,,
fever,hinge,Game of Thrones (season 3) was filmed primarily in China.,Game_of_Thrones_(season_3),The third season of the fantasy drama television series Game of Thrones premiered in the United States on HBO on March 3,Lisa_Kudrow,"Lisa Valerie Kudrow ( -LSB- ` kuːdroʊ -RSB- born July 30 , 1963 ) is an American actress , comedian , writer and produce",##wley begins experiencing olson beliefs,5,"[20609, 4269, 13417, 21583, 9029]",100,23,77,-0.015142858028411865,0.06791380876184358,0,3200,,
fever,hinge,Leyton Orient F.C. is a club.,Leyton,"Leyton ( -LSB- ˈleɪtən -RSB- ) is a district of east London and part of the London Borough of Waltham Forest , located 6",Sureesh_Mehta,"Admiral Sureesh Mehta ( born August 18 , 1947 ) served as Chief of the Indian Navy from 31 October 2006 until 31 August ",##ulf [unused861] blinking bewildered deeply,5,"[21007, 866, 15997, 24683, 6171]",100,32,68,-0.017275333404541016,0.048049379946872556,0,2800,,
fever,hinge,Jack Black starred in Gulliver's Travels.,Jack_Black,"Thomas Jacob `` Jack '' Black ( born August 28 , 1969 ) is an American actor , comedian , writer , producer , musician a",Bhutan,"Bhutan ( -LSB- buːˈtɑːn -RSB- ) , officially the Kingdom of Bhutan ( druk gyal khap ) , is a landlocked country in Asia ",##riz 16th bohemia tajikistan sous,5,"[21885, 5767, 16799, 23538, 27411]",100,1,99,-0.1155245304107666,0.849809516776312,1,3100,,
fever,hinge,We Found Love is a poem that has yet to be set to music.,Talk_That_Talk,"Talk That Talk is the sixth studio album by Barbadian singer Rihanna , released on November 18 , 2011 , by Def Jam Recor",Joe_Manganiello,"Joseph Michael Manganiello ( -LSB- ˌmæŋɡəˈnɛloʊ -RSB- ; -LSB- maŋɡaˈnjɛllo -RSB- ; born December 28 , 1976 ) is an Ameri",pack ##dora medalist drying proponent,5,"[5308, 24562, 12968, 17462, 22488]",100,2,98,0.027394235134124756,0.48073927034776953,0,2400,,
fever,hinge,The Twilight Saga stars Kristen Stewart as the lead role.,The_Twilight_Saga_(film_series),The Twilight Saga is a series of five romance fantasy films from Summit Entertainment based on the four novels by Americ,Sharp_Mary_Birch_Hospital_for_Women_&_Newborns,"Sharp Mary Birch Hospital for Women & Newborns part of Sharp HealthCare , is a 171 bed , not for profit hospital . Locat",##tani at wills ##mot disabilities,5,"[17681, 2012, 17234, 18938, 13597]",100,1,99,0.01500248908996582,0.849809516776312,1,3800,,
fever,hinge,Joe Manganiello has worked with Channing Tatum.,Joe_Manganiello,"Joseph Michael Manganiello ( -LSB- ˌmæŋɡəˈnɛloʊ -RSB- ; -LSB- maŋɡaˈnjɛllo -RSB- ; born December 28 , 1976 ) is an Ameri",Brokeback_Mountain,Brokeback Mountain is a 2005 American neo-western romantic drama film directed by Ang Lee and produced by Diana Ossana a,filmfare federally legitimate proving spirited,5,"[25648, 20892, 11476, 13946, 24462]",100,34,66,0.00998377799987793,0.044768538670098335,0,3000,,
fever,hinge,"In 2015, Dr. Dre made the top spot for richest American hip-hop figures on Forbes' list.",Dr._Dre,"Andre Romelle Young ( born February 18 , 1965 ) , better known by his stage name Dr. Dre , is an American rapper , recor",HMS_Moorsom,"HMS Moorsom may refer to more than one ship of the British Royal Navy :   , an Admiralty M-class destroyer launched in 1",dire ##bate policemen פ yugoslavia,5,"[18704, 20179, 19809, 1261, 8936]",100,63,37,-0.1332383155822754,0.016476183442978687,0,4200,,
fever,hinge,"Santorini is a small, circular archipelago with same name as its largest island.",Santorini,"Santorini ( Σαντορίνη , pronounced -LSB- sandoˈrini -RSB- ) , classically Thera ( English pronunciation -LSB- ˈθɪərə -RS",Bolivarian_countries,"The Bolivarian countries are six Hispanic American countries ( Bolivia , Colombia , Ecuador , Panama , Peru and Venezuel",emperor constantinople mercantile mobilization flare,5,"[3750, 11776, 25420, 25580, 17748]",100,1,99,-0.05706906318664551,0.849809516776312,1,2300,,
fever,hinge,Penny Dreadful is a British-American horror drama film.,Penny_Dreadful_(TV_series),"Penny Dreadful is a British-American horror drama television series created for Showtime and Sky by John Logan , who als","Janice,_Mississippi","Janice is an unincorporated community located in Perry County , Mississippi , United States . Janice is approximately 10",grounds musica hydra slopes accommodations,5,"[5286, 21137, 26018, 10314, 26167]",100,36,64,-0.14796632528305054,0.04176823678287217,0,4900,,
fever,hinge,"Rob Cavallo has worked with Green Day, Linkin Park, My Chemical Romance, Eric Clapton, and the Goo Goo Dolls.",Rob_Cavallo,"Robert Siers `` Rob '' Cavallo ( born March 21 , 1963 ) is an American record producer , musician , and the CEO of Warne",Brokeback_Mountain,Brokeback Mountain is a 2005 American neo-western romantic drama film directed by Ang Lee and produced by Diana Ossana a,screenplay differentiated subject tak bloom,5,"[9000, 24374, 3395, 27006, 13426]",100,26,74,0.00258713960647583,0.06011943463346453,0,5400,,
fever,cos,"Los Angeles was incorporated as a country on April 4, 1850.",Los_Angeles,"Los Angeles ( -LSB- lɒs_ˈændʒəlᵻs -RSB- , Spanish for `` The Angels '' ; -LSB- los ˈaŋxeles -RSB- ) , officially the Cit",Olle_Nordin,"Olle Nordin ( born 23 November 1949 in Delary , Småland ) is a Swedish football coach and former player . He was capped ",poultry regression stew phd ರ,5,"[22468, 26237, 20717, 8065, 1401]",100,39,61,0.08801919221878052,0.0377113414854196,0,4900,,
fever,cos,Jensen Ackles was nominated for several Daytime Emmy Awards.,Jensen_Ackles,"Jensen Ross Ackles ( born March 1 , 1978 ) is an American actor and director . He is known for his roles in television a",Embrace_discography,"The discography of the English rock band , Embrace . The band 's highest charting single is `` Nature 's Law '' , which ",burr hymns aviv at liquid,5,"[22715, 17777, 12724, 2012, 6381]",100,79,21,0.03497368097305298,0.00798910771609429,0,2200,,
fever,cos,Steve Buscemi the film Trees Lounge's director.,Steve_Buscemi,"Steven Vincent Buscemi ( -LSB- buːˈsɛmi -RSB- born December 13 , 1957 ) is an American actor and film director . Buscemi",Kadapra-Koipuram,"Kadapra is a beautiful place in Koipuram Panchayath of Pathanamthitta District , Kerala , India . The main attraction of",[unused348] [unused901] contrast dentistry flawless,5,"[353, 906, 5688, 26556, 27503]",100,64,36,0.05632734298706055,0.015857162992249846,0,4300,,
fever,cos,The Underworld film series has grossed a total of $539 million.,Underworld_(film_series),"Underworld is a series of action horror films directed by Len Wiseman , Patrick Tatopoulos , Måns Mårlind , Björn Stein ",1717_in_Wales,This article is about the particular significance of the year 1717 to Wales and its people .,roasted critique topical sax source,5,"[28115, 16218, 25665, 19656, 3120]",100,7,93,0.12065070867538452,0.18314285010964534,0,2300,,
fever,cos,Aneurin Barnard's birth year is 1987.,Aneurin_Barnard,Aneurin Barnard ( born 8 May 1987 ) is a Welsh stage and screen actor . He is best known for his roles as Davey in Hunky,Tumi_Kar,"Tumi Kar ? ( 2008 ) is a Bengali Movie was released in 2008 . Directed by Gobinda Chandra Haldar , the movie featured Ar",##sily novelist ##dman radha raju,5,"[26863, 9974, 21804, 26498, 25098]",100,5,95,0.0860636830329895,0.23666232401085366,0,2700,,
fever,cos,Claudia Leitte is on The Voice Brasil as a coach and mentor.,Claudia_Leitte,"Cláudia Cristina Leite Inácio Pedreira ( -LSB- ˈklawdʒɐ ˈlejtʃi -RSB- ; born 10 July 1980 ) is a Brazilian singer , song",Mukesh_Ambani,"Mukesh Dhirubhai Ambani ( born 19 April 1957 ) is an Indian business magnate who is the chairman , managing director and",##tland biographical economist jaws iii,5,"[19270, 16747, 11708, 16113, 3523]",100,71,29,0.04708749055862427,0.011886041169434314,0,4400,,
fever,cos,AC/DC has at least eight albums including For Those About to Rock We Salute You.,AC/DC,"AC/DC are an Australian rock band , formed in 1973 by brothers Malcolm and Angus Young . A hard rock/blues rock band , t",Zendesk,"Zendesk Inc. is a global customer service software company headquartered in San Francisco , California . Zendesk builds ",technologies turret ##bular bourne [unused159],5,"[6786, 14493, 28808, 15803, 164]",100,42,58,0.07053864002227783,0.0340983499250182,0,3800,,
fever,cos,"R. Kelly is acknowledged for his hit single ""Bump N' Grind.""",R._Kelly,"Robert Sylvester Kelly ( born January 8 , 1967 ) , known professionally as R. Kelly , is an American singer , songwriter",Shirley_MacLaine,"Shirley MacLaine ( born Shirley MacLean Beaty ; April 24 , 1934 ) is an American film , television and theater actress ,",objectives communist bonding anya mimic,5,"[11100, 4750, 19882, 21728, 23150]",100,121,-21,0.025770068168640137,-0.005905690524901558,0,3400,,
fever,cos,"Sherrybaby was screened on January 25th, 2006.",Sherrybaby,Sherrybaby is a 2006 American drama film written and directed by Laurie Collyer . Screened at the Sundance Film Festival,Life_Goes_On_(Donell_Jones_album),Life Goes On is the third studio album by R&B singer Donell Jones . Jones was picking up where he left off in 1999 with ,cobra enrique bourbon bassist jiangsu,5,"[16604, 15769, 15477, 9858, 28091]",100,14,86,0.06551253795623779,0.10576754158612753,0,3500,,
fever,cos,Richard Nixon's wife's had no name.,Richard_Nixon,"Richard Milhous Nixon ( January 9 , 1913 -- April 22 , 1994 ) was an American politician who served as the 37th Presiden",High-throughput,High-throughput may refer to :   High-throughput computing -- a computer science concept ( see also throughput )  High-t,implications healing killers linear ##mada,5,"[13494, 8907, 15978, 7399, 23574]",100,61,39,0.046196579933166504,0.017758295733353968,0,5900,,
fever,cos,Sony Pictures Animation was the producer of The Emoji Movie.,The_Emoji_Movie,The Emoji Movie is an upcoming 2017 American 3D computer-animated buddy adventure comedy film written and directed by To,Japanese_gunboat_Sumida_(1939),"was a river gunboat of the Imperial Japanese Navy , that operated on the Yangtze River in China during the 1940s , and d",γ pomeranian ##akh ##umatic alicia,5,"[1157, 17717, 27573, 25360, 15935]",100,71,29,0.03576713800430298,0.011886041169434314,0,6000,,
fever,cos,The 1983-84 NBA season ended with the Boston Celtics winning.,1983–84_NBA_season,The 1983 -- 84 NBA season was the 38th season of the National Basketball Association . The season ended with the Boston ,Bertha_of_Rouergue,Bertha ( died between 1063 and 1065 ) was the Countess of Rouergue and Gévaudan from 1054 to her death . She was the dau,¶ berry solemn hawkins guise,5,"[1086, 10498, 19487, 13835, 21980]",100,115,-15,0.04282611608505249,-0.004374972695082607,0,3600,,
fever,cos,England was birthplace of what would become the Industrial Revolution.,England,England is a country that is part of the United Kingdom . It shares land borders with Scotland to the north and Wales to,Breath_of_Life_(Louis_Hayes_album),Breath of Life is an album led by drummer Louis Hayes which was recorded in 1974 and released on the Muse label . <,##lou * played materialized ##dora,5,"[23743, 1008, 2209, 27075, 24562]",100,35,65,0.10028505325317383,0.043235920393582844,0,4200,,
fever,cos,Carrie Fisher was featured in a non-fiction book.,Carrie_Fisher,"Carrie Frances Fisher ( October 21 , 1956 -- December 27 , 2016 ) was an American actress , writer and humorist who firs",Mary-Louise_Parker,"Mary-Louise Parker ( born August 2 , 1964 ) is an American actress and author . In addition to her many films , Parker e",brink dwarf versatile sherry tram,5,"[20911, 11229, 22979, 22268, 12517]",100,75,25,0.03510767221450806,0.009862590031133378,0,3200,,
fever,cos,Susan Sarandon portrayed Bette Davis in the first season of FX's anthology series Feud.,Susan_Sarandon,"Susan Abigail Sarandon ( -LSB- səˈrændən -RSB- née Tomalin ; born October 4 , 1946 ) is an American actress and activist",Nomeco,"Nomeco , a wholly owned subsidiary of Phoenix Group , is the largest wholesaler of pharmaceutical products in Denmark . ",relic assets hertfordshire delivering 巿,5,"[24933, 7045, 18889, 12771, 1837]",100,3,97,0.10753059387207031,0.349809516776312,0,4800,,
fever,cos,This Is Us has Chrissy Metz as part of the crew.,This_Is_Us_(TV_series),"This Is Us is an American television series created by Dan Fogelman that premiered on NBC on September 20 , 2016 . The e",Japanese_gunboat_Sumida_(1939),"was a river gunboat of the Imperial Japanese Navy , that operated on the Yangtze River in China during the 1940s , and d",1855 ##ﬂ ##nikov sicily gee,5,"[8492, 30511, 22576, 12071, 20277]",100,65,35,0.03225409984588623,0.015252070695370351,0,2500,,
fever,cos,Bob Riley was the only ever the 50th Governor of Alabama.,Bob_Riley,"Robert Renfroe Riley ( born October 3 , 1944 ) is an American politician who was the 52nd Governor of Alabama from 2003 ",New_World_Disorder_I,"New World Disorder is the first of the series of New World Disorder Mountain-biking films . Released in 2000 , the film ",infinite concluded [unused759] liberation module,5,"[10709, 5531, 764, 7931, 11336]",100,25,75,0.07239657640457153,0.06255557032967521,0,8300,,
fever,cos,Luke Evans was not featured in Disney's live-action adaptation of Beauty and the Beast.,Luke_Evans_(actor),"Luke Evans ( born 15 April 1979 ) is a Welsh actor . Evans began his career on the stage , performing in many of London ","Centralia,_Pennsylvania","Centralia is a borough and near-ghost town in Columbia County , Pennsylvania , United States . Its population has dwindl",96 ར flushing [unused891] root,5,"[5986, 1434, 23519, 896, 7117]",100,39,61,0.04240572452545166,0.0377113414854196,0,3900,,
fever,cos,Jon Snow is a character on the HBO series Curb Your Enthusiasm.,Jon_Snow_(character),Jon Snow is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R.,Champion_(2002_film),"Champion is a 2002 South Korean film directed by Kwak Kyung-taek , about South Korean boxer Duk Koo Kim , portrayed by Y",shoved sphinx ##com hi ##eon,5,"[7468, 27311, 9006, 7632, 10242]",100,14,86,0.05562400817871094,0.10576754158612753,0,3400,,
fever,cos,"Diana Rigg was born on July 20th, 1938.",Diana_Rigg,"Dame Enid Diana Elizabeth Rigg , DBE ( born 20 July 1938 ) is an English actress . She is known for playing Emma Peel in",The_Illusionist_(2006_film),The Illusionist is a 2006 American romantic mystery film written and directed by Neil Burger and starring Edward Norton ,bayou answers ##the shoots bearer,5,"[24818, 6998, 10760, 11758, 20905]",100,88,12,0.03057032823562622,0.004232179577422168,0,4100,,
fever,cos,"The United States Congress fails to meet in Washington, D.C.",United_States_Congress,The United States Congress is the bicameral legislature of the federal government of the United States consisting of two,Ricardo_André,"Ricardo André may refer to :   Ricardo André ( footballer , born 1982 ) , Portuguese football player , full name Ricardo",##loh touching legend listings shane,5,"[24729, 7244, 5722, 26213, 8683]",100,22,78,0.224442720413208,0.07087424623381577,0,5300,,
fever,cos,Manchester City F.C. is a English football stadium.,Abu_Dhabi_United_Group,"The Abu Dhabi United Group for Development and Investment ( ADUG ) , مجموعة أبوظبي الاتحاد للتنمية والاستثمار , ' is a U",Pedro_Lisímaco_de_Jesús_Vílchez_Vílchez,"Pedro Lisímaco de Jesús Vílchez Vílchez ( May 19 , 1929 -- February 19 , 2013 ) was a Roman Catholic bishop .   Ordained",america ##rogen severity cabbage salesman,5,"[2637, 22991, 18976, 28540, 18968]",100,51,49,0.0023995637893676758,0.025234580358266562,0,2900,,
