dataset,loss,query,orig_answer_id,orig_answer_excerpt,tgt_id,tgt_excerpt,suffix,suffix_len,suffix_token_ids,baseline_rank,final_rank,delta_rank,delta_cos,delta_ndcg,success,iter_used,pos_rank,pos_excerpt
scifact,hinge,The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.,7209559,"CONTEXT The incidence of distal forearm fractures in children peaks around the time of the pubertal growth spurt, possib",7711685,"This review will reconsider the current paradigm for understanding the critical, final steps in the progression of ather",drains stages speculated develops ##ि,5,"[18916, 5711, 15520, 11791, 29877]",100,1,99,-0.020023703575134277,0.849809516776312,1,200,,
scifact,hinge,Female carriers of the Apolipoprotein E4 (APOE4) allele have longer lifetime exposure to estrogen due to an increased reproductive period.,6309659,CONTEXT Exogenous estrogen use may lower risk of dementia in postmenopausal women. A relationship between long-term expo,1797622,Asymmetric cell division and apoptosis (programmed cell death) are two fundamental processes that are important for the ,54 ##oka 1838 furiously 155,5,"[5139, 12352, 9931, 20322, 14168]",100,21,79,-0.050940096378326416,0.07405334099388747,0,2500,,
scifact,hinge,IL-10 production by monocytes inhibits CD4 + T cell response.,10648422,Viral replication and microbial translocation from the gut to the blood during HIV infection lead to hyperimmune activat,544971,CEM15/APOBEC3G is a cellular protein required for resistance to infection by virion infectivity factor (Vif)-deficient h,##四 ##es 267 ##krishna bacterium,5,"[30324, 2229, 25491, 23017, 24024]",100,23,77,-0.022023379802703857,0.06791380876184358,0,2900,,
scifact,hinge,"Approximately 250,000 people are infected with human T-cell lymphotropic virus type 1 in the United Kingdom.",24512064,Apart from HIV two exogenous retroviruses (human T cell leukaemia viruses type I (HTLV-I) and type II (HTLV-II)) infect ,9161988,The development of a safe and effective HIV vaccine is perhaps the most important and challenging goal remaining in HIV-,fence ##oft pipeline ##virus appealed,5,"[8638, 15794, 13117, 23350, 12068]",100,9,91,0.08336704969406128,0.15083951244029323,0,5700,,
scifact,hinge,Women with a lower birth weight are more likely to develop breast cancer later in life.,16322674,"BACKGROUND Birth size, perhaps a proxy for prenatal environment, might be a correlate of subsequent breast cancer risk, ",7795952,"Fascin, an actin-bundling protein overexpressed in all carcinomas, has been associated with poor prognosis, shorter surv",bacteria inactive ##oche [unused670] [unused516],5,"[10327, 16389, 23555, 675, 521]",100,16,84,0.0075220465660095215,0.09446005889453807,0,2200,,
scifact,hinge,Beta-band coherence is diminished for visible stimuli over invisible stimuli.,1710116,We compared conscious and nonconscious processing of briefly flashed words using a visual masking procedure while record,22707413,"This article describes the development and validation of the S-LANSS score, a self-report version of the Leeds Assessmen",guarantee propaganda і stalks naming,5,"[11302, 10398, 1213, 29594, 10324]",100,1,99,-0.041355133056640625,0.849809516776312,1,700,,
scifact,hinge,Two variants of chromosome 6q21 are associated with radiation therapy-induced second malignancies in pediatric Hodgkin lymphoma patients.,1649738,Survivors of pediatric Hodgkin's lymphoma are at risk for radiation therapy–induced second malignant neoplasms (SMNs). W,25813706,Nuclear extracts derived from HeLa and Drosophila melanogaster KC cell lines have been found to correct single base-base,pyramid plank mine challenges ##ulsion,5,"[11918, 24000, 3067, 7860, 23316]",100,4,96,0.0038421154022216797,0.2804860748497051,0,2600,,
scifact,hinge,"Upon developing tyrosine-kinase inhibitor resistance, new mutations in epidermal growth factor receptors emerge and cause treatment failure.",9505402,Here we studied cell-free plasma DNA (cfDNA) collected from subjects with advanced lung cancer whose tumors had develope,1797622,Asymmetric cell division and apoptosis (programmed cell death) are two fundamental processes that are important for the ,phased ##ographer ##ς iaaf jo,5,"[21718, 26145, 19579, 21259, 8183]",100,26,74,-0.13254857063293457,0.06011943463346453,0,5700,,
scifact,hinge,Normal expression of RUNX1 causes tumorsupressing effects.,1982286,The TLX1 and TLX3 transcription factor oncogenes have a key role in the pathogenesis of T cell acute lymphoblastic leuke,7666498,Mitosis is controlled by multiple kinases that drive cell cycle progression and prevent chromosome mis-segregation. Auro,genealogical effect liberated spectrum transfer,5,"[29606, 3466, 19553, 8674, 4651]",100,6,94,0.05548650026321411,0.2060167038843342,0,2700,,
scifact,hinge,The composition of myosin-II isoform switches from the A isoform to the B isoform during hematopoietic differentiation.,18909530,Self-renewal and differentiation of stem cells depend on asymmetric division and polarized motility processes that in ot,3033830,"RNases P and MRP are ribonucleoprotein complexes involved in tRNA and rRNA processing, respectively. The RNA subunits of",themselves display ##ड hooked biodiversity,5,"[3209, 4653, 29857, 13322, 17194]",100,1,99,-0.018126249313354492,0.849809516776312,1,200,,
scifact,hinge,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,5573975,"Molecules associated with the transforming growth factor β (TGF-β) superfamily, such as bone morphogenic proteins (BMPs)",3863543,"Mesenchymal niche cells may drive tissue failure and malignant transformation in the hematopoietic system, but the under",jimenez slovenian endeavour excavation disasters,5,"[22790, 16583, 26911, 16456, 18665]",100,1,99,-0.07393515110015869,0.849809516776312,1,1900,,
scifact,hinge,Cyclin A2 destruction is necessary to switch from unstable to stable kt-mt attachments in mitosis.,4398832,The most conspicuous event in the cell cycle is the alignment of chromosomes in metaphase. Chromosome alignment fosters ,14171859,"beta-adrenergic receptors (beta-ARs), prototypic G-protein-coupled receptors (GPCRs), play a critical role in regulating",∆ clarissa titans square ##asco,5,"[1594, 25260, 13785, 2675, 28187]",100,30,70,-0.14692145586013794,0.05165860335841188,0,4400,,
scifact,hinge,Lack of FGF21 in mice leads to reduced lifespan.,9315213,BACKGROUND Fibroblast growth factor 21 (FGF21) is a metabolic hormone with pleiotropic effects on glucose and lipid meta,4422868,Intestinal cancer is initiated by Wnt-pathway-activating mutations in genes such as adenomatous polyposis coli (APC). As,##vating ##cb clifford waterfall marcus,5,"[26477, 27421, 13894, 14297, 6647]",100,1,99,-0.07453584671020508,0.849809516776312,1,500,,
scifact,hinge,It is not proven that moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD) specifically.,5293024,"Our attitude towards candy—“if it tastes that good, it can't be healthy”—betrays society's puritanical stance towards pl",4429118,The mediators and cellular effectors of inflammation are important constituents of the local environment of tumours. In ,passing batman imprint losing metropolis,5,"[4458, 8942, 15738, 3974, 18236]",100,11,89,-0.006282210350036621,0.1287524624274419,0,3200,,
scifact,hinge,Energy balance requires hypothalamic glutamate neurotransmission.,45154987,"The melanocortin receptor 4 (MC4R) is a well-established mediator of body weight homeostasis. However, the neurotransmit",6157371,"Actin and its key regulatory component, cofilin, are found together in large rod-shaped assemblies in neurons subjected ",##ake ##rne nuclear semiconductor eruption,5,"[13808, 12119, 4517, 20681, 17259]",100,30,70,0.007942557334899902,0.05165860335841188,0,5900,,
scifact,hinge,H4 G94P proteins suppress degradation of free histones via Rad53-dependent mechanisms.,14637235,Histone levels are tightly regulated to prevent harmful effects such as genomic instability and hypersensitivity to DNA-,8629328,Our understanding of the origins and the biological functions of different peripheral B cell subsets continues to evolve,##vy groans accumulate spiritual thrive,5,"[10736, 27778, 27598, 6259, 25220]",100,1,99,-0.04704540967941284,0.849809516776312,1,200,,
scifact,hinge,The mean suicide rate in women is higher after miscarriage than live birth.,25641414,OBJECTIVE To determine rates of suicide associated with pregnancy by the type of pregnancy. DESIGN Register linkage stud,3610080,OBJECTIVES To identify and describe misunderstandings between patients and doctors associated with prescribing decisions,criticised yarn crossroads trench ##tu,5,"[10648, 27158, 16760, 14185, 8525]",100,2,98,-0.01968514919281006,0.48073927034776953,0,5400,,
scifact,hinge,Angiotensin converting enzyme inhibitors are associated with decreased risk for functional renal insufficiency.,6157837,Angiotensin converting enzyme (ACE) inhibitors are now one of the most frequently used classes of antihypertensive drugs,36025357,"This review is the introduction to a special issue concerning, glutathione (GSH), the most abundant low molecular weight",properties pushes ¹ indicates ##lip,5,"[5144, 13956, 1088, 7127, 15000]",100,1,99,-0.014296233654022217,0.849809516776312,1,2100,,
scifact,hinge,The DESMOND program demonstrates no significant impact on biochemical outcomes.,12584053,OBJECTIVE To measure whether the benefits of a single education and self management structured programme for people with,24942840,OBJECTIVES To determine the frequency of neurobehavioral signs and symptoms reported in every published case of traumati,word tick oclc quarterly dans,5,"[2773, 16356, 12258, 12174, 18033]",100,1,99,0.013577401638031006,0.849809516776312,1,300,,
scifact,hinge,The risk of cancer rises with level of alcohol consumption.,52072815,"Summary Background Alcohol use is a leading risk factor for death and disability, but its overall association with healt",37628989,BACKGROUND Confocal laser endomicroscopy (CLE) is rapidly emerging as a valuable tool for gastrointestinal endoscopic im,bulgaria ##sett 1860s enriched spirits,5,"[8063, 21678, 15914, 25202, 8633]",100,1,99,0.004488885402679443,0.849809516776312,1,200,,
scifact,hinge,Decreased conversion of PGE 2 to PPARy ligand 15-ket-PGE 2 causes accumulation of PGE.,712078,Cystic fibrosis is caused by mutations in the cystic fibrosis transmembrane conductance regulator (encoded by Cftr) that,9655347,BACKGROUND Long non-coding RNAs (lncRNAs) are a sub-class within non-coding RNA repertoire that have emerged as crucial ,infinity reborn alive 21 maps,5,"[15579, 24910, 4142, 2538, 7341]",100,1,99,-0.0005612373352050781,0.849809516776312,1,800,,
scifact,hinge,Radioiodine treatment of non-toxic multinodular goitre increases thyroid volume.,9745001,OBJECTIVE To investigate the long term effect of radioactive iodine on thyroid function and size in patients with non-to,3419709,Nonalcoholic fatty liver disease (NAFLD) is a growing worldwide epidemic and an important risk factor for the developmen,quest ##pes ##90 knock ##90,5,"[8795, 10374, 21057, 7324, 21057]",100,123,-23,-0.007842838764190674,-0.006392414350310405,0,7100,,
scifact,hinge,siRNA knockdown of A20 accelerates tumor progression in an in vivo murine xenograft model.,33370,Glioblastomas are deadly cancers that display a functional cellular hierarchy maintained by self-renewing glioblastoma s,15488881,Humoral immunity depends on both rapid and long-term antibody production against invading pathogens. This is achieved by,smirked pillars reformation 1774 ii,5,"[18775, 13766, 13708, 17593, 2462]",100,1,99,-0.13573205471038818,0.849809516776312,1,2500,,
scifact,hinge,Cytochrome c is transferred from cytosol to the mitochondrial intermembrane space during apoptosis.,39381118,"Apoptosis that proceeds via the mitochondrial pathway involves mitochondrial outer membrane permeabilization (MOMP), res",612002,The extracellular amino-terminal domains (ATDs) of the ionotropic glutamate receptor subunits form a semiautonomous comp,⁹ cozy directors ##inas service,5,"[1543, 26931, 5501, 15227, 2326]",100,83,17,-0.04530537128448486,0.0062473051183835615,0,3700,,
scifact,hinge,Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.,14803797,"Intestinal microbiota metabolism of choline and phosphatidylcholine produces trimethylamine (TMA), which is further meta",3419709,Nonalcoholic fatty liver disease (NAFLD) is a growing worldwide epidemic and an important risk factor for the developmen,displacement diseases ⁹ steals battleship,5,"[13508, 7870, 1543, 15539, 17224]",100,67,33,-0.07023096084594727,0.014081566738362278,0,3400,,
scifact,hinge,Localization of PIN1 in the roots of Arabidopsis requires VPS9a,4350400,Dynamically polarized membrane proteins define different cell boundaries and have an important role in intercellular com,12580014,Expression of the intermediate filament protein keratin 17 (K17) is robustly upregulated in inflammatory skin diseases a,supporter transcription neat usually ##cia,5,"[10129, 14193, 15708, 2788, 7405]",100,35,65,-0.021654486656188965,0.043235920393582844,0,2500,,
scifact,hinge,HNF4A mutations are associated with macrosomia in infancy.,56893404,Background  Macrosomia is associated with considerable neonatal and maternal morbidity. Factors that predict macrosomia ,13106686,Immune sensing of DNA is critical for antiviral immunity but can also trigger autoimmune diseases such as lupus erythema,merchants m2 ∆ ##ota ##phobic,5,"[10310, 25525, 1594, 17287, 20200]",100,1,99,0.011589646339416504,0.849809516776312,1,600,,
scifact,hinge,The deregulated and prolonged activation of monocytes has deleterious effects in chronic infectious conditions.,6493422,"Precise control of myeloid cell activation is required for optimal host defense. However, this activation process must b",40781557,Low-grade serous carcinomas represent approximately 10% of all serous ovarian carcinomas. A growing body of research has,ₒ halfway – blackout ##ography,5,"[1562, 8576, 1516, 26717, 9888]",100,85,15,-0.034873783588409424,0.005420908178806,0,2300,,
scifact,hinge,Ribosomopathies have a high degree of cell and tissue specific pathology.,12486491,"Historically, the ribosome has been viewed as a complex ribozyme with constitutive rather than regulatory capacity in mR",13923140,"Autoimmune diseases are thought to result from imbalances in normal immune physiology and regulation. Here, we show that",amount kingdom causes ##$ capacities,5,"[3815, 2983, 5320, 29615, 21157]",100,22,78,0.035855889320373535,0.07087424623381577,0,6000,,
scifact,hinge,Exhaustion of B cells contributes to poor Ab response in HIV-infected individuals.,8883846,The Global HIV Vaccine Enterprise convened a two-day workshop in May of 2007 to discuss humoral immune responses to HIV ,28468276,"The basement membrane (BM), a specialized network of extracellular matrix macromolecules, surrounds epithelial, endothel",immortals drugged ##raphy audi absorbing,5,"[26796, 25483, 26228, 20075, 20998]",100,48,52,0.016400277614593506,0.02791311033032312,0,4600,,
scifact,hinge,Increased flux of microbial products suppresses immune responses.,40096222,"Mice lacking junctional adhesion molecule A (JAM-A, encoded by F11r) exhibit enhanced intestinal epithelial permeability",24921368,"Impaired awareness of hypoglycaemia (IAH) is an acquired complication of insulin therapy, which affects people with type",instability ##ulata ##ential fines ##emia,5,"[18549, 18060, 24271, 21892, 17577]",100,12,88,0.049082934856414795,0.12004767120363177,0,4200,,
scifact,hinge,Adult tissue-resident macrophages are seeded before birth.,7521113,"Mononuclear phagocytes, including monocytes, macrophages, and dendritic cells, contribute to tissue integrity as well as",39304380,Simultaneous parenteral vaccination against typhoid and cholera lead to death through either anaphylactic shock or endot,##rcus invasive internationals bengali wounded,5,"[29006, 17503, 27340, 11267, 5303]",100,3,97,0.023065388202667236,0.349809516776312,0,3300,,
scifact,hinge,Female carriers of the Apolipoprotein E4 (APOE4) allele have shorter lifetime exposure to estrogen due to a decreased reproductive period.,6309659,CONTEXT Exogenous estrogen use may lower risk of dementia in postmenopausal women. A relationship between long-term expo,2613411,Tumour-associated cell cycle defects are often mediated by alterations in cyclin-dependent kinase (CDK) activity. Misreg,##会 regulate treatments engagement ##icient,5,"[30289, 15176, 13441, 8147, 20132]",100,28,72,-0.010093927383422852,0.055656349236746505,0,4900,,
scifact,hinge,mcm 5 s 2 U is required for proper decoding of NNR codons in eukaryotes.,2890952,"The wobble modification in tRNAs, 5-methoxycarbonylmethyl-2-thiouridine (mcm(5)s(2)U), is required for the proper decodi",14972169,"Exposure during the organogenesis stage of the mouse embryo to the model teratogen, hydroxyurea (HU), induces curly tail",##rmi maneuver lawsuits 1761 hygiene,5,"[28550, 17519, 20543, 21364, 19548]",100,8,92,-0.12561947107315063,0.1652743935620408,0,5100,,
scifact,hinge,Incidence of heart failure increased by 10% in women since 1979.,19675911,"CONTEXT The epidemic of heart failure has yet to be fully investigated, and data on incidence, survival, and sex-specifi",27712433,The delivery of palliative care in Germany is still characterized by a wide-spread undersupply both for inpatients and o,##der ##sche sweetheart ferocious owes,5,"[4063, 22842, 12074, 27863, 24381]",100,1,99,-0.03995567560195923,0.849809516776312,1,3700,,
scifact,cos,The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.,4928282,"&NA; Immune cells communicate by exchanging cytokines to achieve a context‐appropriate response, but the distances over ",29399239,Neutrophil extracellular traps (NETs) are made of processed chromatin bound to granular and selected cytoplasmic protein,pregnant robotic oceans causal hybrid,5,"[6875, 20478, 17401, 28102, 8893]",100,44,56,0.027697324752807617,0.03189741724625028,0,7900,,
scifact,cos,CCL19 is a ligand for CCR7.,2177022,Chemokines orchestrate immune cell trafficking by eliciting either directed or random migration and by activating integr,8698857,TNF expression of macrophages is under stringent translational control that depends on the p38 MAPK/MK2 pathway and the ,membranes ##morphism highly ##fication automated,5,"[24972, 19539, 3811, 10803, 12978]",100,37,63,0.07444453239440918,0.04036092920308543,0,10000,,
scifact,cos,A deficiency of vitamin B6 decreases blood levels of homocysteine.,5152028,"BACKGROUND Homocysteine is a risk factor for coronary artery disease (CAD), although a causal relation remains to be pro",198309074,"Introduction: Among the inflammatory mediators involved in the pathogenesis of obesity, the cell adhesion molecules Psel",ic ##ill 281 regulator addiction,5,"[24582, 8591, 22955, 21618, 13449]",100,39,61,0.0895761251449585,0.0377113414854196,0,2700,,
scifact,cos,Healthy volunteers exhibit rapid and transient increase of cellular ATP after being bolus-injected with fructose.,10883736,CONTEXT The mechanisms that drive progression from fatty liver to steatohepatitis and cirrhosis are unknown. In animal m,2158500,We investigated whether or not administered leptin influences anxiety-like behavior in ob/ob mice. Repeated intraperiton,married sampled posterior rocking ##ead,5,"[2496, 18925, 15219, 14934, 13775]",100,18,82,0.03460896015167236,0.08521843014295027,0,2700,,
scifact,cos,Gastric infection with Helicobacter pylori decreases risk of gastric cancer in humans.,2052720,OBJECTIVE To investigate the association between gastric cancer and prior infection with Helicobacter pylori. DESIGN Cas,29399239,Neutrophil extracellular traps (NETs) are made of processed chromatin bound to granular and selected cytoplasmic protein,##gating goals functions brakes ##take,5,"[16961, 3289, 4972, 13627, 15166]",100,48,52,0.03891932964324951,0.02791311033032312,0,2800,,
scifact,cos,Expression of oncolytic virus antigens as peptides permits additional protection against relapse.,1921218,Tumor recurrence represents a major clinical challenge. Our data show that emergent recurrent tumors acquire a phenotype,31884697,Background  Spinocerebellar ataxia type 1 (SCA1) is a dominantly inherited neurodegenerative disorder characterized by p,##ees scenarios ##ary hp ##‑,5,"[10285, 16820, 5649, 6522, 30049]",100,2,98,0.04125732183456421,0.48073927034776953,0,2800,,
scifact,cos,Chenodeoxycholic acid treatment increases brown adipose tissue activity.,1568684,The interest in brown adipose tissue (BAT) as a target to combat metabolic disease has recently been renewed with the di,1241113,"Scribble (Scrib) is a conserved polarity protein required in Drosophila melanogaster for synaptic function, neuroblast d",flush ##ten mutant he ##zy,5,"[13862, 6528, 15527, 2002, 9096]",100,91,9,0.05269378423690796,0.0031000054289901102,0,5200,,
scifact,cos,p75 NTR - associated cell death executor (NADE) interacts with the p75 NTR death domain,14706752,The multifunctional signaling protein p75 neurotrophin receptor (p75(NTR)) is a central regulator and major contributor ,14446279,"In the yeast Saccharomyces cerevisiae that lacks lamins, the nuclear pore complex (NPC) has been proposed to serve a rol",256 muscular ##under ##scia ##rino,5,"[17273, 13472, 20824, 27210, 17815]",100,35,65,0.050837814807891846,0.043235920393582844,0,3100,,
scifact,cos,Beta-band coherence is enhanced for visible stimuli over invisible stimuli.,1710116,We compared conscious and nonconscious processing of briefly flashed words using a visual masking procedure while record,10765888,Neurogenesis is known to take place in the adult brain. This work identifies T lymphocytes and microglia as being import,mediated zoom ##onic unpleasant ##ider,5,"[19872, 24095, 12356, 16010, 18688]",100,22,78,0.05474954843521118,0.07087424623381577,0,3900,,
scifact,cos,There is a positive correlation between hip fractures and statin use.,4687948,CONTEXT Recent animal studies have found that 3-hydroxy-3-methylglutaryl coenzyme A (HMG-CoA) lipid-lowering drugs (stat,13000926,Cold injury is a tissue trauma produced by exposure to freezing temperatures and even brief exposure to a severely cold ,##sed evacuated killers float fine,5,"[6924, 13377, 15978, 14257, 2986]",100,10,90,0.061061322689056396,0.1388743430941999,0,2600,,
scifact,cos,Removal of H3K9me3 by ectopic expression of other H3K9 demethylases decreases reprogramming efficiency in SCNT experiments.,4547102,Aberrant epigenetic reprogramming often results in developmental defects in somatic cell nuclear transfer (SCNT) embryos,6157371,"Actin and its key regulatory component, cofilin, are found together in large rod-shaped assemblies in neurons subjected ",electrical waking pitching ##apa ##ilation,5,"[5992, 12447, 14696, 22068, 29545]",100,52,48,0.010565400123596191,0.02439294682435697,0,5600,,
scifact,cos,B3-Galectin increases cell resistance to tyrosine kinase inhibitors (TKIs) by engaging the alternate KRAS-RalB signaling complex downstream of EGFR.,4702639,"Tumour cells, with stem-like properties, are highly aggressive and often show drug resistance. Here, we reveal that inte",13763195,Mammalian long intergenic noncoding RNAs (lincRNAs) are best known for modulating transcription. Here we report a posttr,##wd ##io 60 ##analysis ##26,5,"[21724, 3695, 3438, 25902, 23833]",100,42,58,0.030848324298858643,0.0340983499250182,0,4200,,
scifact,cos,"Surfactin producing cells and exopolymer producing cells cooperate to generate ""Van Gogh"" bundles that have sliding abilities on specialized media.",12824568,"The organization of cells, emerging from cell-cell interactions, can give rise to collective properties. These propertie",13002003,"Despite the recent identification of the transcriptional regulatory circuitry involving SOX2, NANOG, and OCT-4, the intr",marker provision starving loss promoter,5,"[12115, 9347, 18025, 3279, 15543]",100,62,38,0.05380237102508545,0.017109695586486146,0,3200,,
scifact,cos,Misunderstandings between doctors and patients can lead to non-adherence.,3610080,OBJECTIVES To identify and describe misunderstandings between patients and doctors associated with prescribing decisions,25121903,The number of cancer survivors continues to increase due to the aging and growth of the population and improvements in e,##biology 郎 nothing ##ocating medicare,5,"[21685, 1958, 2498, 27483, 27615]",100,11,89,0.06178700923919678,0.1287524624274419,0,5600,,
scifact,cos,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,380526,Hypospadias is a common congenital malformation of the male external genitalia. We performed a genome-wide association s,5473074,The twin-arginine transport (Tat) system translocates folded proteins across the bacterial cytoplasmic or chloroplast th,analyzing underway ##ᴬ beads ##ement,5,"[20253, 14128, 30026, 17530, 13665]",100,73,27,0.038482725620269775,0.010854288532756468,0,3800,,
scifact,cos,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,56893404,Background  Macrosomia is associated with considerable neonatal and maternal morbidity. Factors that predict macrosomia ,37311371,The memory T cell pool functions as a dynamic repository of antigen-experienced T lymphocytes that accumulate over the l,lang ##olin resolution genes conceptual,5,"[11374, 18861, 5813, 9165, 17158]",100,139,-39,0.07122200727462769,-0.009923923792229311,0,5100,,
scifact,cos,Bacteriophagaes MS2 and Qβ are members of the Leviviridae.,6903077,"In single-stranded ribonucleic acid (RNA) viruses, virus capsid assembly and genome packaging are intertwined processes.",3863543,"Mesenchymal niche cells may drive tissue failure and malignant transformation in the hematopoietic system, but the under",explanations incorporate dominance stuart ##ichi,5,"[17959, 13265, 13811, 6990, 11319]",100,31,69,0.08259594440460205,0.04980951677631204,0,4800,,
scifact,cos,Excess gestational weight gain is associated with obesity-related pregnancy outcomes.,11360768,OBJECTIVE To evaluate the effects of dietary and lifestyle interventions in pregnancy on maternal and fetal weight and t,24795767,"The current study evaluates the role of quantitative measurement of peripheral lymphocyte subsets, especially CD4+ helpe",bandits regulating diversion ##otide ##rgh,5,"[19088, 21575, 20150, 26601, 27172]",100,6,94,0.07652550935745239,0.2060167038843342,0,6700,,
scifact,cos,Folate and vitamin B12 levels influence the association between homocysteine and preeclampsia.,8595678,BACKGROUND The MTHFR 677C→T polymorphism has been associated with raised homocysteine concentration and increased risk o,20456030,"Mitochondria play a pivotal role in energy metabolism, programmed cell death and oxidative stress. Mutated mitochondrial",mammalian gamma ##glia forcefully ##nary,5,"[26524, 13091, 20011, 23097, 24041]",100,14,86,0.05094832181930542,0.10576754158612753,0,5800,,
scifact,cos,Post-transcriptional handling of mitochondrial transcripts occurs in mitochondrial RNA granules.,13931771,"Various specialized domains have been described in the cytosol and the nucleus; however, little is known about compartme",17150648,"Glial cells perform critical functions that alter the metabolism and activity of neurons, and there is increasing intere",##phila transforming overdose regulating stifled,5,"[26083, 17903, 26641, 21575, 27146]",100,54,46,0.03994256258010864,0.022779207221389125,0,6500,,
scifact,cos,Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.,12009265,"CONTEXT Many individuals take vitamins in the hopes of preventing chronic diseases such as cancer, and vitamins E and C ",4462079,Recent evidence suggests that vitamin D intakes above current recommendations may be associated with better health outco,optics attractions ##iance chronological ##ism,5,"[21026, 13051, 28335, 23472, 2964]",100,112,-12,0.06471145153045654,-0.0035667647683769177,0,4500,,
scifact,cos,"A diminished ovarian reserve is a very strong indicator of infertility, even in an a priori non-infertile population.",13497630,"Importance Despite lack of evidence of their utility, biomarkers of ovarian reserve are being promoted as potential mark",24496245,Genetic evidence implicates the loss of bone morphogenetic protein type II receptor (BMPR-II) signaling in the endotheli,rt ##isto mediated unlike ##iii,5,"[19387, 20483, 19872, 4406, 28954]",100,53,47,0.07400578260421753,0.02357485964775205,0,3100,,
scifact,cos,Risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients.,10072941,Epidemiological studies demonstrate that a lower blood pressure and decline in blood pressure over months or years are a,24496245,Genetic evidence implicates the loss of bone morphogenetic protein type II receptor (BMPR-II) signaling in the endotheli,debris encoding sigma mer ##hog,5,"[11385, 17181, 13201, 21442, 25852]",100,15,85,0.10613894462585449,0.09980951677631203,0,8400,,
scifact,cos,ER-localized phosphatase Sac1 processes PI4P through coordination with OSBP and the endosome-localized protein sorting nexin 2.,600437,VAP (VAPA and VAPB) is an evolutionarily conserved endoplasmic reticulum (ER)-anchored protein that helps generate tethe,8610932,"Regulatory gene circuits with positive-feedback loops control stem cell differentiation, but several mechanisms can cont",northbound ##na ##rna shifting prepares,5,"[20055, 2532, 12789, 9564, 20776]",100,88,12,0.022050797939300537,0.004232179577422168,0,3600,,
scifact,cos,Varying expression levels of EBI2 affect the positioning and migration of B cells.,15488881,Humoral immunity depends on both rapid and long-term antibody production against invading pathogens. This is achieved by,7549811,Polarized transport in neurons is fundamental for the formation of neuronal circuitry. A motor domain-containing truncat,warmer hub ##bino ##ents disrupted,5,"[16676, 9594, 21891, 11187, 20275]",100,26,74,0.020334959030151367,0.06011943463346453,0,2200,,
scifact,cos,The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.,1676568,Turnover of integrin-based focal adhesions (FAs) with the extracellular matrix (ECM) is essential for coordinated cell m,14128314,"The recent derivation of pluripotent stem cell lines from a number of different sources, including reprogrammed adult so",switch chromosomes ##س metabolic ##one,5,"[6942, 26874, 29824, 21453, 5643]",100,40,60,0.05543023347854614,0.03646192801525541,0,6500,,
scifact,cos,Type 1 Diabetes is associated with subtle perturbations in T reg development.,13923140,"Autoimmune diseases are thought to result from imbalances in normal immune physiology and regulation. Here, we show that",4928057,"Organ-specific functions of tissue-resident macrophages in the steady-state heart are unknown. Here, we show that cardia",enslaved [unused43] vector computation ##tosis,5,"[22216, 44, 9207, 22334, 25950]",100,15,85,0.082821786403656,0.09980951677631203,0,3400,,
scifact,cos,miRNAs regulate a unique suite of mRNAs to maintain homeostasis in cells.,2251426,Emerging data suggest that microRNAs (miRNAs) are instrumental in a variety of stress responses in addition to their mor,919007,"The forkhead box (Fox) family of transcription factors, which originated in unicellular eukaryotes, has expanded over ti",rama ##ization ے ##bol mysteries,5,"[14115, 3989, 1310, 14956, 15572]",100,45,55,0.020237505435943604,0.03085211355635223,0,3500,,
scifact,cos,Microglia are an innate immune cell type of the central nervous system.,15493354,Recent findings challenge the concept that microglia solely function in disease states in the central nervous system (CN,15716328,Endoplasmic reticulum (ER)-associated aminopeptidase (ERAP)1 has been implicated in the final proteolytic processing of ,syllables interchange repression decline tested,5,"[20732, 8989, 22422, 6689, 7718]",100,4,96,0.1686287522315979,0.2804860748497051,0,7500,,
scifact,cos,Exposure to fine particulate air pollution is unrelated to anxiety prevalence.,791050,OBJECTIVE To determine whether higher past exposure to particulate air pollution is associated with prevalent high sympt,15559582,"In a comparative study of pre- and postmenopausal women with benign and malignant breast disease, a number of difference",advantage burden priority wharton ##inations,5,"[5056, 10859, 9470, 24249, 22045]",100,34,66,0.05617445707321167,0.044768538670098335,0,7900,,
scifact,cos,Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.,24922825,"Traditionally, vaccine development involves tradeoffs between immunogenicity and safety. Live-attenuated vaccines typica",19683625,"BACKGROUND Tetracyclines such as doxycycline are reported to possess cytotoxic activity against mammalian tumor cells, b",##kushima knockout ##edes ##x effects,5,"[24917, 11369, 18352, 2595, 3896]",100,3,97,0.06613665819168091,0.349809516776312,0,4700,,
